,date,is_about_hp,text,preprocessed_text,score_vader,vader_class
166,2016-06-27,,@jimwaterson @MichaelPDeacon That's real? Seriously?,real seriously,-0.1779,negative
167,2016-06-27,False,RT @aljwhite: And now her mentions are going to be full of white guys saying it didn't happen. https://t.co/2VV6npcA35,mention go full white guy say happen,0.0,neutral
168,2016-06-27,False,RT @euanmccolm: it's true that the scottish government had a 600+ page white paper on independence. also true is that it was largely utter…,true scottish government page white paper independence also true largely utter,0.6808,positive
169,2016-06-27,False,RT @MichaelPDeacon: A member of Jeremy Corbyn's shadow cabinet would like you to sign a petition against her colleagues https://t.co/4McUaz…,member jeremy corbyn shadow cabinet would like sign petition colleague,0.3612,positive
170,2016-06-27,,@BrianSpanner1 Safer than sterling.,safer sterling,0.4215,positive
171,2016-06-27,,@BrianSpanner1 Brian Sparkly. It's got a ring to it.,brian sparkly get ring,0.0,neutral
172,2016-06-27,False,"RT @sunny_hundal: The Sun’s resident idiot Kelvin Mackenzie now regrets voting Leave, after offering 10 reasons for Brexit https://t.co/awa…",sun resident idiot kelvin mackenzie regret vote leave offering reason brexit,-0.743,negative
173,2016-06-27,False,RT @arthurascii: Life is like a box of chocolates. You don't know what you're going to get unless you read the thing that tells you what yo…,life like box chocolate know go get unless read thing tell yo,0.3612,positive
174,2016-06-27,,"@savvyliterate @jennycolgan @DrWhoOnline @neilhimself Ah, but we're honest about the bits we made up.",ah honest bit make,0.5106,positive
175,2016-06-27,,"@jennycolgan @DrWhoOnline @neilhimself Because we like living in a fantasy world of our own. Not unlike Boris Johnson, come to think of it.",like live fantasy world unlike boris johnson come think,0.3612,positive
176,2016-06-27,False,RT @trewloy: Asymmetric bargaining (with emotion underpinning it) screws the little bloke. Some of us have made that point since 2014ish.,asymmetric bargaining emotion underpin screw little bloke u make point since ish,-0.1027,negative
177,2016-06-27,False,RT @Paul_D1963: I lost my Father 18 years ago today. Like many other Polish he helped to keep Britain free from Nazi rule. https://t.co/G4I…,lose father year ago today like many polish help keep britain free nazi rule,0.7003,positive
178,2016-06-27,,"@trewloy @euanmccolm @almurray You know, we laugh, but these lies are chilling. *Chilling*.",know laugh lie chill chilling,0.5423,positive
179,2016-06-27,,@euanmccolm @almurray Sophisticated gentleman.,sophisticated gentleman,0.5574,positive
180,2016-06-27,,"@Joannechocolat @almurray @euanmccolm I know, it's my favourite movie. Euan likes to pretend it's his, too. He lies.",know favourite movie euan like pretend lie,0.2732,positive
181,2016-06-27,,"@euanmccolm @almurray Yes, but a) only because Celia's there and b) only if we don't have to listen to The Cramps afterwards.",yes celia listen cramp afterwards,0.2263,positive
182,2016-06-27,,"@euanmccolm @almurray Rookie error, Euan. You've got to make it clear who you're flirting with. Girls don't like 'either of you will do.'",rookie error euan get make clear flirt girl like either,0.34,positive
183,2016-06-27,,@euanmccolm @almurray Al or me?,al,0.0,neutral
184,2016-06-27,,@almurray @euanmccolm One might almost say 'sophisticated.',one might almost say sophisticated,0.5141,positive
185,2016-06-27,,@0point5twins They've got problems enough of their own. 51% voted to leave the International Confederation of Wizards last night.,get problem enough vote leave international confederation wizard last night,-0.4404,negative
186,2016-06-27,,"@euanmccolm Can you identify this movie for me?
https://t.co/HSK255j5a3",identify movie,0.0,neutral
187,2016-06-27,False,RT @JournoStephen: Jeremy Corbyn has unveiled his new Shadow Scottish Secretary. https://t.co/MVSpnc5ipW,jeremy corbyn unveil new shadow scottish secretary,0.0,neutral
188,2016-06-27,,"@0point5twins No, for god's sake keep cracking jokes. I've rarely needed a laugh more!",god sake keep crack joke rarely need laugh,0.0966,positive
189,2016-06-27,,@0point5twins I thought it was funny.,think funny,0.4404,positive
190,2016-06-27,False,"RT @dhothersall: ""Dumping Jeremy Corbyn would give Labour's popularity 12 point boost, according to new poll"" https://t.co/wdJNDTu4Vu",dump jeremy corbyn would give labour popularity point boost accord new poll,0.4939,positive
191,2016-06-27,False,RT @0point5twins: I hope England players don't protest against the management tonight with own goals that knock us out of Europe #ENGISL,hope england player protest management tonight goal knock u europe engisl,0.2263,positive
192,2016-06-27,False,"RT @CER_IanBond: ""Our job was to persuade you to jump off the cliff. Someone else should have given you wings"" #Brexit https://t.co/Kf6NrHR…",job persuade jump cliff someone els give wing brexit,0.0,neutral
193,2016-06-26,False,RT @BrianSpanner1: awkward. https://t.co/XMwNdqi8hk,awkward,-0.1531,negative
194,2016-06-26,False,"RT @rafaelbehr: Boris confirms he wants free movement and the single market. Otherwise known as ""membership of the European Union."" https:/…",boris confirm want free movement single market otherwise know membership european union,0.5574,positive
195,2016-06-26,,@euanmccolm Oy. Leave Maria out of this.,oy leave maria,-0.0516,negative
196,2016-06-26,,"@PhelpsieSarah @ORachaelO I think they wake at 4am in cold sweat, wondering whether they've damaged their own prospects. That's it.",think wake cold sweat wonder whether damage prospect,-0.25,negative
197,2016-06-26,,Some us know. It's like being related to the wedding guest who threw up on the cake. We're truly sorry. https://t.co/QoZDyyyW5l,u know like related wedding guest throw cake truly sorry,0.6249,positive
198,2016-06-26,,It's like Murder on the Orient Express: they drew lots and we'll never know which knife wound finished him. https://t.co/W47eyY6OuL,like murder orient express draw lot never know knife wound finish,-0.4939,negative
199,2016-06-26,,"Why would we need experts, Sarah, when we're £350m a week better off and living in sunlit meadows? #tiredofexperts https://t.co/NTcSA7Xj1C",would need expert sarah week well living sunlit meadow tiredofexperts,0.2732,positive
200,2016-06-26,,@MarinaHyde @chrisdeerin @gordonguthrie I remember that thing.,remember thing,0.0,neutral
201,2016-06-26,False,RT @Sathnam: Disgusting response to racism. Says it all. https://t.co/b6Ykmx8zzw,disgust response racism say,-0.8402,negative
202,2016-06-26,False,"RT @doglab: It takes 3.2sec to retweet and help find Dennis Johnson, 11 y/o who is missing from #Twickenham. https://t.co/pm2ktL6bPd",take sec retweet help find dennis johnson miss twickenham,0.2732,positive
203,2016-06-26,False,RT @richardjgodwin: It is up to all of us to fight #PostRefRacism. Do not let ignorance and hatred go unchallenged. Take your country back…,u fight postrefracism let ignorance hatred go unchallenged take country back,-0.8519,negative
204,2016-06-26,,"Welcome to our post-referendum, anti-elitist, in-touch-with-the-people politicians. https://t.co/hCIa8aTxry",welcome post referendum anti elitist touch people politician,0.1779,positive
205,2016-06-26,False,"RT @Channel4News: Scenes of anger and hatred on Britain's streets after Brexit.

Police are investigating multiple hate crime reports.
http…",scene anger hatred britain street brexit police investigate multiple hate crime report,-0.9442,negative
206,2016-06-26,False,RT @paullewismoney: Of course not all Leavers are racists. That would be a terrible thought. But all racists now think 52% of the populatio…,course leaver racist would terrible thought racist think populatio,-0.9022,negative
207,2016-06-26,False,"RT @holland_tom: I hope the Government will offer reassurance to all EU nationals in Britain that they are valued, &amp; will have rights of pe…",hope government offer reassurance eu national britain value amp right pe,0.7783,positive
208,2016-06-26,False,RT @holland_tom: Thank goodness someone in the Government is saying what every minister should be shouting from the rooftops: https://t.co/…,thank goodness someone government say every minister shout rooftop,0.6705,positive
209,2016-06-26,False,@euanmccolm Just heard Zac Merkin's gone. Labour surely finished for a generation.,heard zac merkin go labour surely finish generation,0.4404,positive
210,2016-06-26,False,"RT @SayeedaWarsi: This is not the post Brexit Britain we want to see. Politicians from all sides need to speak out 
#MoreInCommon https://t…",post brexit britain want see politician side need speak moreincommon,0.0772,positive
211,2016-06-26,,"Food for thought, to say the least. From @guardian. https://t.co/8gsaiKQxSq",food thought say least,0.0,neutral
212,2016-06-26,,"Empty slogans, empty promises, empty consciences. https://t.co/HM6HFsgJFQ",empty slogan empty promise empty conscience,-0.2732,negative
213,2016-06-26,False,RT @lumos: #WeAreLumos Worldwide is gearing up for a big announcement next week – make sure you sign up to hear first https://t.co/kp8TwClT…,wearelumos worldwide gear big announcement next week make sure sign hear first,0.3182,positive
214,2016-06-26,False,"@Ledgicm8 @PickardJE @Neilovichi @Paul1Singh 'Labour', like beauty, appears to be in the eye of the beholder these days.",labour like beauty appear eye beholder day,0.743,positive
215,2016-06-26,False,RT @nytimes: Our top 10 comments of the week https://t.co/KkJ0uUcp5V https://t.co/LH0pxYbBNM,top comment week,0.2023,positive
216,2016-06-26,False,How many of the 26% want him to stay because he keeps Labour unelectable? https://t.co/q0RXFrTkO2,many want stay keep labour unelectable,0.0772,positive
217,2016-06-26,False,RT @ChrisEvansMP: If true this is a real betrayal of all those labour supporters who pounded the doorsteps working so hard for remain https…,true real betrayal labour supporter pound doorstep work hard remain,-0.0772,negative
218,2016-06-26,False,RT @AndyPRG: Lots of support for Jeremy Corbyn coming from Green Party &amp; SNP supporters. I think we can work out why they prefer he stayed…,lot support jeremy corbyn come green party amp snp supporter think work prefer stay,0.7579,positive
219,2016-06-26,,Irony is dead. https://t.co/rafuFtZGuz,irony dead,-0.6705,negative
220,2016-06-26,False,RT @Sathnam: Thing I don't understand about #jexit is why Corbyn even wants to continue. He is the most visibly unhappy man since Adrian Mo…,thing understand jexit corbyn even want continue visibly unhappy man since adrian mo,-0.3612,negative
221,2016-06-26,,"@RobertLindsay Those people follow me for wizard jokes - not a firm basis for a political career. Also, I like writing books... x",people follow wizard joke firm basis political career also like write book,0.5719,positive
222,2016-06-26,,@RobertLindsay Not an atom of a smidgen of a crumb's chance. I'd be dreadful.,atom smidgen crumb chance dreadful,-0.2263,negative
223,2016-06-26,,@RobertLindsay @jasonsfolly Thumbs up from me.,thumb,0.0,neutral
224,2016-06-26,False,RT @mattleys: The only time Corbyn shows any spirit is when he's fighting his own party. Because it's what he's been doing for 30 years.,time corbyn show spirit fight party year,0.2023,positive
225,2016-06-26,,"@hansmollman @RebeccaFront @TVSanjeev @jasonsfolly @RobertLindsay Michael's contractually obliged to be in everything I write, so yes.",michael contractually oblige everything write yes,0.4019,positive
226,2016-06-26,,"@hansmollman @RebeccaFront @TVSanjeev @jasonsfolly @RobertLindsay It's going to have to be a Carry On, otherwise it's all too bleak.",go carry otherwise bleak,0.0,neutral
227,2016-06-26,,@RebeccaFront @TVSanjeev @jasonsfolly @RobertLindsay Done.,do,0.0,neutral
228,2016-06-26,,"@TVSanjeev @jasonsfolly Nice, Sanjeev. Jason's got the slimy, allied-to-forces-of-darkness thing down. Think @RobertLindsay would do Gove?",nice sanjeev jason get slimy allied force darkness thing think would gove,0.2023,positive
